1, 1, 38.3, 882.5
2, 0, 17.9, 163.6
3, 0, 16.6, 98.3
4, 0, 20.4, 436.9
5, 0, 60, 870
6, 0, 60, 897.7
7, 0, 60, 895.5
8, 0, 60, 914.1
9, 0, 60, 959
10, 0, 60, 831.9
11, 0, 15.8, 60.1
12, 0, 60, 871.8
13, 0, 60, 897.9
14, 1, 38.9, 896.1
15, 0, 60, 874.2
16, 0, 16.9, 104.4
17, 0, 15.7, 55.8
18, 0, 60, 943.9
19, 0, 15.5, 57.1
20, 0, 19.6, 348.5
21, 0, 21.2, 570.9
22, 0, 17, 106.8
23, 0, 60, 863.3
24, 0, 60, 890.6
25, 0, 60, 900.7
26, 1, 38.9, 862.1
27, 0, 60, 893.8
28, 0, 19.4, 294.8
29, 0, 19.8, 364.8
30, 0, 20, 344.9
31, 0, 19.5, 321.8
32, 0, 60, 894.5
33, 0, 60, 922.9
34, 1, 37.9, 856.2
35, 0, 17.9, 174.8
36, 0, 60, 929.8
37, 0, 18, 176.1
38, 0, 60, 902.4
39, 0, 16.1, 84.9
40, 0, 60, 879
41, 0, 13.2, 3.5
42, 0, 60, 904.2
43, 0, 20.5, 446
44, 0, 60, 946.2
45, 0, 60, 887.2
46, 0, 20.6, 443.2
47, 0, 18.6, 233.1
48, 1, 38.9, 791
49, 0, 20.2, 409.9
50, 0, 60, 860.8
51, 1, 39, 895
52, 0, 60, 903.4
53, 1, 39.6, 912.5
54, 0, 14.9, 24
55, 0, 60, 880.2
56, 0, 20.1, 366.9
57, 0, 18.6, 238.8
58, 0, 60, 901.1
59, 1, 38.2, 939
60, 1, 39.4, 927.4
61, 1, 38.7, 926.6
62, 1, 39.8, 895.3
63, 0, 16.6, 94.4
64, 0, 19, 263.3
65, 0, 17.1, 103.5
66, 0, 60, 925.5
67, 0, 60, 955.1
68, 0, 60, 882.5
69, 0, 18, 172.8
70, 0, 60, 922.2
71, 0, 60, 814.3
72, 0, 18.3, 196.9
73, 0, 19.4, 313.7
74, 1, 38.2, 978.3
75, 0, 20.4, 433
76, 1, 38, 930.5
77, 0, 60, 909.2
78, 1, 40.6, 1010.4
79, 1, 37.8, 913.2
80, 0, 60, 868.1
81, 0, 19.2, 223.4
82, 0, 60, 847.1
83, 1, 38.9, 871.8
84, 0, 60, 882.2
85, 0, 60, 886.8
86, 0, 18.8, 205.2
87, 0, 19, 274.8
88, 0, 60, 843.3
89, 1, 40.5, 893.6
90, 1, 38.5, 916.2
91, 1, 38.6, 809.9
92, 0, 14.3, 24.4
93, 0, 16.1, 72.1
94, 0, 14.7, 15.1
95, 0, 20.3, 423.5
96, 0, 18.3, 213.4
97, 0, 16.1, 78.3
98, 0, 60, 919.8
99, 1, 38.9, 869.3
100, 0, 60, 873.3
