1, 0, 24, 251.7
2, 1, 91.6, 2489.1
3, 0, 23.3, 312.8
4, 0, 23.2, 298.1
5, 1, 77.2, 2284.1
6, 0, 19.8, 59.5
7, 1, 48.2, 2729.6
8, 0, 19.9, 50.7
9, 0, 26.7, 760.4
10, 1, 61, 2699.5
11, 0, 25.6, 650.2
12, 1, 64.8, 2529.9
13, 0, 20.1, 61.7
14, 1, 47.9, 2626.7
15, 1, 58.6, 2729
16, 0, 24.2, 433.5
17, 1, 51.6, 2653.3
18, 1, 50.4, 2673.6
19, 1, 60, 2605.9
20, 1, 59.4, 2751.9
21, 1, 86.8, 2635.8
22, 1, 51.6, 2635.7
23, 0, 25.4, 599.7
24, 1, 59.3, 2397.1
25, 0, 28.4, 1101
26, 0, 17.5, 13.7
27, 0, 25.3, 635.9
28, 0, 25.5, 469.5
29, 0, 26.5, 753.8
30, 1, 47.8, 2600
31, 1, 76.3, 2536.1
32, 1, 84.6, 2767.6
33, 0, 29.2, 1333.4
34, 0, 25.5, 512.6
35, 1, 49.6, 2763.4
36, 1, 63.1, 2529.4
37, 0, 23.7, 373.7
38, 1, 84.6, 2699.1
39, 0, 24.5, 409.1
40, 0, 26.2, 801
41, 1, 57, 2167.7
42, 0, 19.5, 54.4
43, 0, 26.2, 690.5
44, 1, 64.9, 2563.6
45, 1, 50.3, 2643.6
46, 1, 47.2, 2538.2
47, 1, 50.5, 2547.1
48, 1, 46.4, 2580.3
49, 1, 46.5, 2564.3
50, 1, 51.1, 2376.6
51, 1, 71.3, 2827.3
52, 1, 84.8, 2475.3
53, 0, 21, 93.5
54, 0, 20.5, 70.8
55, 0, 27.6, 1048.5
56, 0, 26.6, 808.3
57, 1, 78.8, 2640.1
58, 0, 27.5, 1013.1
59, 0, 22.4, 216.2
60, 1, 47, 2696.5
61, 1, 111.6, 2671.3
62, 1, 46, 2450
63, 0, 23.7, 293.9
64, 0, 20.4, 91.2
65, 0, 26.6, 754.6
66, 0, 24.9, 485.8
67, 1, 82.2, 2577.2
68, 0, 23.1, 244.3
69, 0, 18.3, 22.4
70, 1, 48.9, 2537.9
71, 1, 80.5, 2572
72, 0, 24.2, 342.3
73, 0, 19, 29.6
74, 1, 60, 2519.4
75, 0, 24.7, 422.9
76, 0, 23.5, 331.1
77, 1, 59.9, 2430.9
78, 1, 73.8, 2553.5
79, 1, 91.8, 2679.7
80, 0, 20.1, 50.8
81, 1, 49.1, 2650
82, 1, 51.8, 2672.7
83, 1, 59.4, 2691.4
84, 0, 24.4, 403.4
85, 0, 25.9, 574.5
86, 1, 84.7, 2649.1
87, 0, 22.1, 199.7
88, 0, 26.8, 755.9
89, 1, 60.7, 2503.7
90, 0, 19.8, 75.6
91, 1, 81.2, 2728.7
92, 0, 26.5, 772.6
93, 0, 23.1, 269.5
94, 1, 50.4, 2432.5
95, 1, 49, 2600.1
96, 0, 20.4, 83
97, 1, 52.1, 2680.4
98, 1, 48.8, 2386.2
99, 0, 25.1, 469.7
100, 0, 30.7, 1656.1
